macd,rsi,wr,c_mov5,deltamov5,turnover,signal
0.007,53.426,-57.058,0.004,0.019,152546.75,1
0.005,46.683,-85.736,-0.01,-0.0,238167.97000000003,1
0.005,53.063,-49.913,0.006,-0.0,19689.75,1
0.008,62.641,-12.597,0.03,0.025,374016.0400000001,0
0.007,51.355,-62.468,-0.006,-0.002,197247.89,0
0.006,51.355,-62.468,-0.004,-0.008,75333.08,0
0.004,46.474,-87.532,-0.015,-0.005,174081.0,0
0.002,46.474,-77.829,-0.01,-0.016,61039.68,0
-0.001,41.882,-100.0,-0.02,-0.049,83024.76999999999,0
-0.004,39.745,-83.377,-0.02,-0.014,203187.47999999998,0
-0.003,50.533,-50.043,0.013,0.016,146346.36,0
-0.004,46.1,-66.667,-0.004,0.011,87453.92,0
-0.004,48.531,-58.355,0.003,0.014,133833.8,0
-0.003,50.915,-50.043,0.009,0.028,17856.84,0
-0.003,48.496,-58.355,-0.001,0.019,20062.129999999997,0
-0.002,51.003,-33.372,0.006,-0.007,35219.24,0
-0.002,48.463,-37.532,-0.002,0.002,89751.79,0
-0.002,51.087,-25.065,0.005,0.001,29392.9,0
0.0,55.943,-0.0,0.016,0.007,397787.14999999997,0
0.002,55.943,-11.085,0.011,0.011,99981.63,0
0.003,55.943,-11.085,0.007,0.001,117419.84,0
0.004,55.943,-16.638,0.005,0.007,95418.09999999999,0
0.004,52.458,-39.917,-0.003,-0.008,142411.1,0
0.003,49.128,-60.083,-0.009,-0.025,13750.0,0
0.003,52.384,-49.87,0.001,-0.01,35902.0,0
0.003,49.007,-75.065,-0.006,-0.013,24915.429999999997,0
0.001,45.856,-80.042,-0.01,-0.015,83563.29000000001,0
0.001,49.362,-60.083,-0.001,0.003,38355.19,0
-0.0,46.144,-80.042,-0.007,0.002,59232.450000000004,0
-0.003,38.093,-100.0,-0.024,-0.024,50320.16,0
-0.005,41.766,-85.608,-0.009,-0.003,33992.28,0
-0.005,48.303,-57.122,0.007,0.017,49925.92999999999,0
-0.004,48.303,-57.122,0.004,0.005,26920.0,0
-0.003,51.463,-33.391,0.009,0.016,1354.74,0
-0.002,51.463,-20.124,0.006,0.03,188.72,0
-0.002,51.463,-20.124,0.004,0.014,5836.84,0
-0.002,47.813,-24.935,-0.004,-0.01,30500.510000000002,0
-0.002,47.813,-24.935,-0.002,-0.007,13937.83,0
-0.002,47.813,-24.935,-0.002,-0.011,20686.869999999995,0
-0.001,52.059,-0.0,0.005,-0.001,124156.21,0
-0.0,55.959,-0.0,0.01,0.006,5285.25,0
0.0,51.452,-20.124,0.0,0.004,49350.28,0
0.0,51.452,-33.564,0.0,0.003,6826.610000000001,0
-0.001,43.423,-100.0,-0.013,-0.011,44029.08,0
-0.003,40.057,-100.0,-0.015,-0.02,126392.66,0
-0.005,36.942,-100.0,-0.016,-0.026,114241.70000000001,0
-0.007,34.114,-100.0,-0.017,-0.018,109872.40999999999,0
-0.01,31.515,-87.532,-0.018,-0.018,140731.94,0
-0.013,27.074,-100.0,-0.025,-0.012,82453.56,0
-0.017,25.146,-83.304,-0.023,-0.008,162531.11000000002,0
-0.018,30.478,-74.913,-0.009,0.008,142162.67,0
-0.022,24.792,-100.0,-0.025,-0.008,128175.93,0
-0.023,29.482,-90.935,-0.01,0.008,89054.2,0
-0.024,29.482,-83.377,-0.007,0.018,230761.71999999997,0
-0.023,38.474,-63.551,0.008,0.031,163163.18,0
-0.021,42.389,-49.948,0.012,0.021,142799.89,0
-0.021,39.67,-55.479,0.002,0.027,106403.58000000002,0
-0.019,43.568,-44.406,0.007,0.018,87309.70999999999,0
-0.019,38.222,-57.122,-0.008,-0.001,40174.57,0
-0.019,38.222,-50.0,-0.005,-0.014,95095.0,0
-0.019,35.671,-66.782,-0.01,-0.022,120001.87,0
-0.018,39.985,-50.0,-0.0,-0.002,79879.57,0
-0.018,37.291,-66.782,-0.007,-0.014,52389.60999999999,0
-0.018,37.291,-66.782,-0.004,0.004,60638.700000000004,0
-0.015,49.164,-16.609,0.016,0.022,163145.57,0
-0.014,46.055,-39.834,0.005,0.015,51120.94,0
-0.013,43.091,-59.959,-0.003,-0.003,33256.66,0
-0.013,43.091,-50.0,-0.002,0.004,126289.95,0
-0.012,43.091,-50.0,-0.002,0.003,3857.0,0
-0.011,47.326,-24.87,0.005,-0.011,37366.61,0
-0.01,43.814,-50.0,-0.003,-0.007,35154.700000000004,0
-0.01,43.814,-50.0,-0.002,0.002,52181.04,0
-0.01,40.343,-75.13,-0.008,-0.005,84502.29000000001,0
-0.01,45.033,-50.0,0.001,0.003,63157.72000000001,0
-0.01,41.518,-75.13,-0.006,-0.011,61390.47,0
-0.009,46.053,-50.0,0.003,0.006,197733.74000000002,0
-0.008,46.053,-50.0,0.002,0.004,66989.28,0
-0.008,46.053,-33.448,0.001,0.009,120238.65,0
-0.005,54.769,-0.0,0.014,0.012,7677.17,0
-0.002,61.443,-0.0,0.022,0.028,201993.15999999997,0
-0.001,53.018,-42.73,0.002,-0.001,145994.63999999998,0
-0.001,49.373,-56.973,-0.005,-0.007,26925.16,0
-0.0,52.863,-42.73,0.003,0.002,15578.52,0
-0.0,49.21,-56.973,-0.004,-0.018,31828.149999999994,0
0.0,52.728,-42.73,0.003,-0.018,39839.47,0
-0.001,45.851,-83.218,-0.011,-0.012,63292.75,0
-0.001,49.422,-66.436,-0.001,0.005,91589.45999999999,0
-0.001,49.422,-79.834,-0.0,-0.003,175274.05,0
-0.001,49.422,-79.834,-0.0,0.004,99841.78,0
0.0,53.233,-59.875,0.006,0.003,3997.0,0
-0.0,49.237,-79.834,-0.002,0.008,5767.67,0
0.001,53.034,-59.875,0.005,0.005,17021.84,0
-0.0,45.643,-100.0,-0.01,-0.009,76567.69000000002,0
-0.0,49.455,-49.741,0.0,0.0,6726.6,0
-0.001,49.455,-49.741,0.0,-0.006,28127.18,0
-0.001,49.455,-49.741,0.0,0.002,21273.9,0
0.0,53.488,-0.0,0.006,0.002,28906.980000000003,0
-0.001,45.61,-66.552,-0.009,0.001,49135.47,0
-0.001,45.61,-66.552,-0.006,-0.006,20392.55,0
-0.002,45.61,-66.552,-0.004,-0.004,2342.31,0
0.001,60.211,-0.0,0.023,0.023,147251.14,0
0.004,62.887,-45.472,0.022,0.015,1286153.68,0
0.004,54.931,-63.585,0.002,0.01,104220.9,0
0.005,54.931,-63.585,0.001,0.007,18396.72,0
0.004,51.177,-72.642,-0.006,-0.002,16841.75,0
0.004,51.177,-72.642,-0.004,-0.027,24721.870000000003,0
0.003,47.418,-81.698,-0.009,-0.031,101448.6,0
0.002,47.418,-81.698,-0.006,-0.008,21911.4,0
0.002,51.545,-72.642,0.002,0.001,10628.65,0
0.002,51.545,-72.642,0.002,0.007,9344.619999999999,0
0.0,43.571,-100.0,-0.012,-0.008,168559.08,0
-0.0,47.931,-89.927,-0.001,0.008,1505.0,0
-0.001,47.931,-89.927,-0.001,0.005,50135.86000000001,0
-0.001,47.931,-83.218,-0.001,-0.003,15807.82,0
-0.002,43.713,-100.0,-0.007,-0.009,19378.1,0
0.002,64.028,-14.243,0.034,0.046,200877.94,0
0.004,60.107,-28.635,0.016,0.018,20014.65,0
0.005,56.425,-42.878,0.004,0.005,38386.45,0
0.005,52.932,-57.122,-0.003,-0.003,39764.03,0
0.006,55.874,-42.878,0.004,0.011,101864.04000000001,0
0.005,49.245,-71.365,-0.01,-0.044,114820.18,0
0.004,49.245,-71.365,-0.007,-0.023,12979.82,0
0.002,46.076,-85.608,-0.011,-0.015,33388.84,0
0.001,46.076,-85.608,-0.007,-0.004,34009.34,0
0.0,46.076,-85.608,-0.005,-0.009,6843.18,0
-0.001,42.614,-100.0,-0.01,0.0,75814.68999999999,0
-0.002,46.91,-85.608,0.0,0.007,37955.340000000004,0
-0.002,46.91,-83.218,0.0,0.011,13320.0,0
-0.002,46.91,-79.834,0.0,0.007,60792.99,0
-0.003,46.91,-79.834,0.0,0.005,16373.740000000002,0
-0.003,42.619,-71.365,-0.006,0.003,96473.47,0
-0.006,32.949,-100.0,-0.024,-0.024,79501.90000000001,1
-0.008,37.983,-80.083,-0.009,-0.009,93157.18999999999,1
-0.009,37.983,-80.083,-0.006,-0.006,61314.94,1
-0.01,37.983,-80.083,-0.004,-0.004,35881.56,1
-0.011,34.727,-100.0,-0.009,-0.003,103487.85,1
-0.012,34.727,-100.0,-0.006,0.017,51636.00000000001,1
-0.011,40.629,-80.083,0.002,0.012,77764.44999999998,1
0.013,85.261,-13.528,0.201,0.207,6199261.110000002,1
0.036,87.258,-28.283,0.172,0.176,5994895.960000002,1
0.061,89.544,-14.558,0.173,0.182,3891497.9800000004,1
0.088,91.543,-4.921,0.186,0.192,4348526.47,0
0.101,78.341,-19.683,0.066,0.064,2584141.5999999996,0
0.111,78.341,-19.683,0.044,-0.157,832595.4400000001,0
0.115,74.218,-24.587,0.01,-0.162,635759.9099999999,0
0.116,74.218,-24.587,0.007,-0.166,525336.08,0
0.114,69.934,-29.508,-0.015,-0.2,569023.4700000001,0
0.106,62.213,-39.333,-0.048,-0.114,731851.19,0
0.096,57.63,-45.905,-0.058,-0.102,974919.8200000001,0
0.085,55.431,-50.009,-0.051,-0.062,275092.23,0
0.078,58.014,-72.993,-0.015,-0.022,479870.23,0
0.067,51.585,-89.191,-0.049,-0.034,526720.86,0
0.056,49.604,-87.51,-0.045,0.003,594412.4099999999,0
0.045,47.645,-85.356,-0.043,0.015,926137.2700000001,0
0.035,46.653,-84.828,-0.035,0.016,536259.1,0
0.029,48.943,-77.413,-0.011,0.005,71386.17,0
0.024,48.943,-76.662,-0.007,0.041,1242170.15,0
0.015,43.515,-93.087,-0.037,0.008,232607.90000000002,0
0.005,39.709,-100.0,-0.05,-0.007,313379.0,1
0.004,49.256,-57.691,0.018,0.053,716432.19,1
0.003,49.256,-57.691,0.012,0.022,637005.15,1
0.003,51.475,-50.02,0.021,0.028,104519.06999999999,1
0.005,53.669,-42.309,0.027,0.063,163615.92,1
0.008,55.809,-32.032,0.031,0.081,406429.32999999996,1
0.008,51.934,-43.997,0.001,-0.017,278205.33,1
0.01,55.278,-32.032,0.02,0.008,100939.18000000002,1
0.012,55.278,-32.032,0.013,-0.007,132894.11,1
0.013,56.449,-28.043,0.015,-0.011,55181.57,1
0.013,53.435,-20.0,-0.003,-0.033,78340.86,1
0.012,51.941,-24.987,-0.008,-0.009,75165.63,1
0.011,51.941,-24.987,-0.005,-0.025,122354.56,1
0.01,50.31,-42.804,-0.01,-0.023,52239.97,1
0.017,63.81,-0.0,0.064,0.049,387500.72000000003,1
0.033,73.625,-13.361,0.132,0.135,3272284.3000000003,1
0.049,76.562,-8.576,0.127,0.135,3439347.2500000005,0
0.057,67.168,-28.576,0.04,0.045,2730536.9899999993,0
0.057,60.332,-45.727,-0.012,-0.002,1985542.6300000004,0
0.055,58.212,-51.424,-0.021,-0.085,1099560.1099999999,0
0.053,58.212,-51.424,-0.014,-0.146,583844.1,0
0.052,59.848,-45.727,0.004,-0.123,306452.3400000001,0
0.05,57.427,-51.424,-0.01,-0.05,265921.91000000003,0
0.046,56.203,-54.273,-0.013,-0.001,164608.49000000002,0
0.047,60.721,-40.0,0.023,0.044,163423.11000000002,0
0.048,62.389,-36.387,0.028,0.042,331976.61,0
0.046,57.148,-63.995,-0.007,-0.01,332723.96,0
0.045,59.007,-70.026,0.008,0.019,314922.74,0
0.042,56.374,-76.528,-0.007,0.006,77426.62,0
0.04,57.403,-54.537,0.002,-0.022,106676.05000000002,0
0.039,58.447,-45.463,0.007,-0.021,148052.94,0
0.036,55.501,-63.705,-0.008,-0.001,62298.44,0
0.034,55.501,-63.705,-0.005,-0.014,66284.11,0
0.031,55.501,-63.705,-0.004,0.004,2757.3,0
0.024,46.707,-100.0,-0.041,-0.042,187657.27999999997,0
0.02,49.585,-84.572,-0.014,-0.022,267855.05000000005,0
0.014,45.613,-77.726,-0.029,-0.021,561685.7300000001,0
0.009,44.343,-81.169,-0.026,-0.02,141750.07,0
0.005,45.964,-71.365,-0.011,-0.007,94237.28000000001,0
0.002,44.566,-78.487,-0.014,0.027,312435.04000000004,0
-0.004,40.554,-93.352,-0.028,-0.014,210658.22000000003,0
-0.004,48.803,-57.122,0.013,0.042,408512.12999999995,0
-0.002,51.694,-42.804,0.022,0.047,53454.899999999994,0
-0.003,48.731,-57.122,0.002,0.012,23856.5,0
-0.004,47.279,-64.243,-0.005,0.008,65893.48000000001,0
-0.007,43.102,-85.757,-0.023,0.005,213422.23,0
-0.01,41.786,-88.927,-0.022,-0.035,72259.35999999999,0
-0.012,41.786,-77.855,-0.014,-0.036,191304.22999999998,0
-0.009,53.392,-0.0,0.035,0.034,349594.8300000001,0
-0.005,54.772,-9.065,0.03,0.035,573130.8400000001,0
-0.003,51.471,-27.29,0.007,0.03,42686.899999999994,0
-0.007,43.093,-81.87,-0.034,-0.012,160085.0,0
-0.006,49.056,-45.42,0.003,0.018,474328.88,0
-0.007,47.717,-54.485,-0.004,-0.04,229918.51,0
-0.008,46.327,-63.739,-0.009,-0.039,113309.29000000001,0
-0.007,47.96,-54.485,0.0,-0.007,9431.019999999999,0
-0.007,47.96,-54.485,0.0,0.034,53368.649999999994,0
-0.008,46.325,-63.739,-0.006,-0.01,94824.23,0
-0.009,44.717,-72.805,-0.011,-0.006,59207.43,0
-0.011,41.606,-90.935,-0.02,-0.011,174299.07,0
-0.013,41.606,-90.935,-0.013,-0.014,269420.83,0
-0.014,41.606,-90.031,-0.009,-0.009,44788.85,0
-0.015,41.606,-87.532,-0.006,0.001,14591.05,0
-0.015,44.216,-71.513,0.002,0.013,100710.91,0
-0.015,42.186,-85.757,-0.005,0.015,118746.84999999999,0
-0.015,42.186,-80.083,-0.003,0.01,28541.9,0
-0.015,42.186,-80.083,-0.002,0.007,125303.4,0
-0.015,39.898,-100.0,-0.008,-0.002,88999.4,1
-0.015,43.215,-80.083,0.001,-0.001,119845.52000000002,1
-0.014,43.215,-75.0,0.001,0.006,182563.87000000002,1
-0.014,43.215,-66.667,0.001,0.004,119670.74,1
-0.011,50.094,-0.0,0.013,0.015,251201.25,1
-0.01,50.094,-25.0,0.009,0.017,596949.38,1
-0.008,50.094,-25.0,0.006,0.005,576195.96,1
-0.005,56.713,-0.0,0.017,0.016,27883.110000000004,1
-0.002,59.57,-53.797,0.018,0.017,563671.21,1
-0.001,52.088,-69.305,-0.001,-0.014,765004.0599999999,1
0.001,57.797,-53.797,0.012,0.003,253091.3,1
0.0,48.494,-76.978,-0.011,-0.017,94601.20999999999,1
-0.001,45.863,-84.652,-0.014,-0.031,235555.36,1
-0.001,48.852,-76.978,-0.003,-0.02,126701.1,1
-0.0,51.722,-69.305,0.004,0.006,73947.36,1
-0.001,48.775,-76.978,-0.003,-0.016,77288.7,1
-0.0,51.737,-69.305,0.004,0.015,14648.0,1
0.0,51.737,-69.305,0.003,0.017,35020.58,1
0.001,51.737,-69.305,0.002,0.005,64775.420000000006,1
0.002,55.051,-61.471,0.008,0.003,76849.22,1
0.001,48.021,-66.782,-0.008,-0.004,72571.86,1
0.002,54.305,-28.487,0.008,0.004,16959.44,1
0.003,57.071,-0.0,0.012,0.009,90073.03,1
0.007,64.113,-0.0,0.027,0.025,174123.62,1
0.009,60.524,-22.261,0.012,0.004,148247.76,1
0.012,64.752,-0.0,0.021,0.028,72434.95999999999,1
0.014,64.752,-33.304,0.014,0.006,698902.66,1
0.014,57.598,-50.0,-0.004,-0.015,91170.91,1
0.015,62.107,-33.304,0.01,-0.017,21549.02,1
0.016,62.107,-33.304,0.007,-0.005,52435.54,1
0.017,64.297,-25.0,0.011,-0.01,65772.15000000001,1
0.018,64.297,-25.0,0.007,-0.006,91008.45,1
0.018,60.258,-39.938,-0.002,0.002,53739.07000000001,1
0.018,62.776,-33.372,0.005,-0.005,90470.99,1
0.018,62.776,-37.532,0.004,-0.003,95917.07,1
0.019,65.324,-28.635,0.009,-0.002,78145.2,1
0.017,56.93,-57.122,-0.007,-0.014,106736.76000000001,1
0.017,59.717,-42.878,0.002,0.003,89073.75,1
0.017,62.342,-16.638,0.008,0.002,98359.55,1
0.017,62.342,-25.0,0.005,0.001,93298.28,1
0.017,62.342,-25.0,0.003,-0.005,23650.699999999997,1
0.016,57.651,-50.0,-0.004,0.003,40207.89,1
0.015,60.825,-19.958,0.004,0.002,84501.19000000002,1
0.015,60.825,-19.958,0.002,-0.005,9636.9,1
0.015,60.825,-19.958,0.002,-0.003,48843.66,1
0.017,71.519,-33.333,0.027,0.023,996624.53,1
0.02,73.464,-25.022,0.024,0.028,384338.22000000003,1
0.021,73.464,-25.022,0.016,0.013,142182.38999999998,1
0.021,63.418,-41.645,-0.002,-0.004,97136.92,1
0.023,70.037,-16.71,0.018,0.016,89487.83,1
0.022,58.615,-41.645,-0.007,-0.034,145554.46999999997,1
0.021,60.904,-33.333,0.002,-0.023,68421.01,1
0.021,63.102,-25.022,0.007,-0.009,218330.09000000003,1
0.019,53.404,-49.957,-0.014,-0.012,110896.06,1
0.018,55.84,-50.0,-0.003,-0.021,66591.15,1
0.016,55.84,-50.0,-0.002,0.005,249406.68000000002,1
0.015,55.84,-62.468,-0.001,-0.003,127828.51,1
0.015,58.547,-50.0,0.005,-0.002,201397.82,1
0.014,54.921,-66.609,-0.003,0.012,66975.22,1
0.013,54.921,-66.609,-0.002,0.001,107419.7,1
0.011,51.241,-83.218,-0.008,-0.006,90278.29,1
0.01,54.523,-66.609,0.001,0.003,134.71,1
0.012,62.646,-16.782,0.02,0.015,248418.87,1
0.011,52.54,-66.609,-0.006,-0.003,68695.73999999999,1
0.008,47.061,-100.0,-0.017,-0.015,139752.90999999997,1
0.007,49.889,-79.834,-0.005,0.003,21960.48,1
0.005,47.175,-100.0,-0.01,-0.011,71545.02,1
0.004,50.098,-79.834,0.0,-0.02,91583.95999999999,1
0.003,50.098,-79.834,0.0,0.006,16743.45,1
0.004,55.724,-39.917,0.013,0.03,113258.11,1
0.004,52.535,-59.875,0.002,0.007,133421.94,1
0.004,49.485,-79.834,-0.005,0.005,26551.45,1
0.004,52.458,-59.875,0.003,0.003,200195.62999999998,1
0.003,49.332,-79.834,-0.004,-0.004,211154.5,1
0.002,49.332,-74.805,-0.003,-0.016,21955.399999999998,1
0.002,49.332,-66.436,-0.002,-0.004,209286.86,1
0.001,49.332,-66.436,-0.001,0.004,100974.95999999999,1
0.001,49.332,-66.436,-0.001,-0.004,104303.54000000001,1
-0.0,45.374,-100.0,-0.007,-0.003,453930.29000000004,1
0.001,53.387,-33.218,0.008,0.011,607409.95,1
0.002,56.782,-24.935,0.012,0.014,127497.70000000001,1
0.003,56.782,-24.935,0.008,0.009,144480.51,1
0.004,56.782,-24.935,0.005,0.006,129791.40000000001,1
0.004,56.782,-24.935,0.004,0.011,150456.1,1
0.008,71.013,-0.0,0.034,0.026,21457.15,1
0.009,58.54,-37.532,0.004,-0.008,163747.28000000003,1
0.018,75.522,-15.746,0.073,0.065,1536933.84,1
0.021,60.9,-47.294,0.01,0.005,1018573.4799999999,1
0.025,64.585,-31.547,0.026,0.023,273943.63,1
0.027,62.471,-36.796,0.011,-0.023,385997.11000000004,1
0.027,60.344,-42.045,0.001,-0.003,91599.65,1
0.029,64.274,-27.771,0.02,-0.053,361306.93000000005,1
0.029,58.076,-44.4,-0.006,-0.016,60372.4,1
0.028,59.479,-41.137,0.002,-0.024,60218.130000000005,1
0.029,60.888,-37.468,0.008,-0.003,112829.95,1
0.033,68.075,-0.0,0.044,0.043,955253.0200000001,1
0.039,70.954,-5.249,0.048,0.029,1063407.0499999998,1
0.042,68.737,-19.99,0.026,0.032,1184120.1400000001,1
0.047,72.454,-15.801,0.043,0.041,1053639.16,1
0.049,68.083,-26.353,0.016,0.008,458994.64999999997,1
0.05,68.083,-27.829,0.011,-0.033,123648.62999999999,1
0.048,63.653,-38.915,-0.006,-0.054,223356.05,1
0.048,66.033,-29.462,0.009,-0.017,290039.94999999995,1
0.044,56.118,-58.863,-0.026,-0.069,619842.48,1
0.04,56.118,-58.863,-0.017,-0.033,298377.38,1
0.037,58.984,-47.066,0.001,-0.009,85567.73999999999,1
0.035,58.984,-53.324,0.001,0.007,4622.73,1
0.034,60.473,-53.877,0.007,-0.002,137724.43,1
0.033,60.473,-53.877,0.005,0.031,63011.93,1
0.038,70.463,-6.648,0.054,0.072,859644.1,1
0.045,75.461,-0.0,0.075,0.074,1137405.9300000002,1
0.053,76.864,-18.514,0.063,0.062,2142884.38,1
0.058,76.864,-18.514,0.042,0.035,1756303.51,1
0.061,76.864,-18.514,0.028,0.023,520896.0,1
0.063,76.864,-18.514,0.019,-0.036,300131.92000000004,1
0.063,74.018,-22.209,0.006,-0.069,103617.01000000001,1
0.063,75.014,-20.823,0.01,-0.052,174971.43000000002,1
0.061,72.039,-26.061,0.001,-0.041,206082.97999999998,1
0.06,72.039,-26.061,0.0,-0.028,237351.85,1
0.059,74.406,-18.139,0.013,-0.005,587011.09,1
0.057,71.147,-24.987,0.002,-0.004,54550.08,1
0.054,67.973,-42.836,-0.005,-0.015,365977.47,1
0.044,47.423,-100.0,-0.061,-0.062,498091.13,1
0.039,52.576,-71.418,-0.021,-0.022,435233.98,1
0.038,60.83,-28.582,0.024,0.011,693739.9199999999,1
0.038,62.014,-21.455,0.023,0.02,312775.09,1
0.036,58.222,-35.709,0.002,0.007,422838.05000000005,1
0.033,56.366,-42.836,-0.005,0.056,241732.25000000003,1
0.03,54.476,-50.037,-0.01,0.012,219397.97,1
0.028,56.063,-42.836,-0.0,-0.024,422739.55,1
0.023,48.795,-71.418,-0.026,-0.048,186826.02000000002,1
0.019,50.517,-64.291,-0.011,-0.013,230749.75,1
0.016,48.751,-71.418,-0.014,-0.009,51563.229999999996,1
0.012,46.982,-78.545,-0.015,-0.006,98594.56,1
0.009,46.982,-78.545,-0.01,-0.01,274376.89,1
0.006,46.982,-84.572,-0.007,0.019,164591.09000000003,1
0.005,49.281,-76.898,0.002,0.013,123659.09000000001,1
0.002,45.052,-90.021,-0.012,0.002,76026.95000000001,1
0.004,55.338,-33.372,0.024,0.04,101243.73000000003,1
0.003,49.378,-62.468,-0.003,0.007,113695.87000000001,1
0.001,47.54,-62.468,-0.008,-0.002,293220.08,1
-0.001,45.689,-75.065,-0.012,-0.014,67801.09,1
-0.002,45.689,-75.065,-0.008,0.004,59969.799999999996,1
-0.004,43.735,-87.532,-0.012,-0.036,60249.95,1
-0.004,48.504,-62.468,0.005,0.008,105476.46,1
-0.004,48.504,-62.468,0.003,0.012,18993.059999999998,1
-0.002,55.091,-25.065,0.021,0.033,115721.81999999998,1
0.001,57.062,-12.597,0.021,0.029,105795.72,1
0.003,57.062,-12.597,0.014,0.026,58509.04,1
0.002,47.407,-62.468,-0.016,-0.021,113613.52,1
0.001,49.699,-50.0,-0.005,-0.008,128434.43999999999,1
0.002,51.953,-28.529,0.003,-0.018,56262.649999999994,1
-0.0,45.362,-71.471,-0.017,-0.038,70702.46,1
-0.002,45.362,-71.471,-0.011,-0.025,154703.72,1
-0.003,45.362,-71.471,-0.008,0.009,238307.56,1
-0.004,45.362,-83.362,-0.005,-0.001,97331.72,1
-0.005,42.929,-85.736,-0.01,-0.013,236169.95999999996,1
-0.005,48.867,-57.058,0.006,0.023,83933.77,1
-0.004,51.567,-42.793,0.011,0.022,222596.99,1
-0.003,48.793,-57.058,0.001,0.008,285015.97,1
-0.002,51.597,-42.793,0.007,0.012,191421.00999999998,1
0.002,62.638,-0.0,0.037,0.046,63314.86,1
0.013,74.104,-35.696,0.082,0.076,1600540.25,1
0.023,76.666,-25.009,0.074,0.063,602955.1100000001,1
0.032,78.22,-17.848,0.062,0.062,353547.35000000003,1
0.041,79.672,-10.724,0.054,0.047,196297.88,1
0.063,88.18,-2.168,0.165,0.128,2074594.1099999999,0
0.078,86.223,-4.359,0.103,0.021,1591303.5499999998,0
0.082,71.058,-23.916,0.011,-0.063,702734.46,0
0.086,71.659,-22.71,0.014,-0.048,445755.23999999993,0
0.087,71.659,-22.71,0.009,-0.045,246148.25999999998,0
0.086,68.381,-28.568,-0.007,-0.171,497405.61,0
0.081,63.683,-40.539,-0.024,-0.127,263584.45,0
0.082,68.364,-24.312,0.023,0.012,234510.9,0
0.081,68.364,-33.321,0.015,0.001,480146.29,0
0.08,68.364,-34.598,0.01,0.001,164588.13999999998,0
0.075,63.271,-52.168,-0.013,-0.006,91454.84999999999,0
0.072,65.139,-47.577,0.005,0.028,91147.58,0
0.07,66.064,-52.902,0.009,-0.013,187859.71,0
0.067,64.229,-53.255,-0.0,-0.015,209208.69999999998,0
0.065,66.248,-9.969,0.013,0.003,112197.37,0
0.063,66.248,-9.969,0.008,0.021,59638.310000000005,0
0.058,60.307,-39.979,-0.014,-0.018,119741.6,0
0.055,61.553,-37.403,-0.003,-0.012,175816.43,0
0.046,49.829,-100.0,-0.047,-0.047,180483.64,0
0.04,52.609,-72.71,-0.018,-0.031,233228.21999999997,0
0.038,57.649,-30.01,0.013,0.005,201613.95,0
0.036,57.649,-30.01,0.009,0.023,137377.74,0
0.032,52.764,-60.021,-0.013,-0.011,172303.61,0
0.029,55.477,-39.979,0.004,0.051,44712.32000000001,0
0.027,55.477,-39.979,0.003,0.021,16534.63,0
0.026,55.477,-39.979,0.002,-0.012,79784.11,0
0.022,51.763,-60.021,-0.012,-0.021,214337.24000000002,0
0.021,55.007,-39.979,0.005,0.018,68651.37,0
0.02,55.007,-33.333,0.003,-0.001,32516.46,0
0.018,55.007,-25.032,0.002,-0.0,53753.69,0
0.018,56.811,-12.581,0.008,0.006,113107.38,0
0.017,56.811,-16.753,0.005,0.017,9454.08,0
0.012,44.383,-87.549,-0.035,-0.04,222705.71999999997,0
0.01,48.439,-62.516,-0.01,-0.014,177520.33,0
0.007,46.6,-75.097,-0.013,-0.016,79128.97,0
0.003,44.787,-87.549,-0.015,-0.023,72187.68,0
0.002,49.076,-62.516,0.003,-0.003,202575.61,0
0.002,51.11,-50.065,0.008,0.043,94063.99,0
0.002,51.11,-50.065,0.005,0.016,168037.12,0
0.003,53.296,-37.484,0.01,0.024,88701.14,0
0.003,50.848,-50.065,0.0,0.016,215962.25,0
0.003,50.848,-50.065,0.0,-0.002,83012.47,0
0.002,50.848,-50.065,0.0,-0.008,17212.499999999996,0
0.002,50.848,-50.065,0.0,-0.005,47871.51999999999,0
0.002,50.848,-33.391,0.0,-0.01,62833.39,0
0.002,50.848,-40.041,0.0,-0.0,140981.52999999997,0
0.002,54.135,-19.917,0.006,0.006,28389.99,0
0.003,54.135,-24.87,0.004,0.004,226094.74,0
0.002,50.238,-50.0,-0.004,-0.004,51689.02,0
0.001,43.525,-100.0,-0.015,-0.015,142063.34,0
-0.0,47.334,-74.87,-0.004,-0.004,27536.47,0
-0.0,50.866,-50.0,0.004,-0.003,76147.98000000001,0
0.0,50.866,-33.448,0.003,-0.002,158589.18,0
0.002,57.51,-0.0,0.015,0.018,125724.63,0
0.004,60.38,-16.753,0.016,0.031,227672.73,0
0.005,56.286,-33.333,0.004,0.008,1963.79,0
0.005,56.286,-33.333,0.003,-0.001,24592.129999999997,0
0.006,59.473,-16.753,0.008,0.006,200052.76,0
0.006,55.144,-33.333,-0.001,-0.015,88179.61,0
0.005,47.635,-66.667,-0.013,-0.03,86313.61,0
0.004,47.635,-66.667,-0.009,-0.013,106143.93000000001,0
0.001,41.139,-100.0,-0.019,-0.022,104850.94,0
-0.001,41.139,-75.097,-0.013,-0.021,288348.57999999996,0
-0.001,49.177,-50.065,0.004,0.005,81043.32999999999,0
-0.002,45.825,-62.516,-0.003,0.01,57313.49,0
-0.002,49.53,-50.065,0.004,0.013,65839.08,0
-0.001,53.026,-28.487,0.009,0.028,229632.90000000002,0
