macd,rsi,wr,c_mov5,deltamov5,turnover,signal
-0.012,47.856,-24.936,0.007,0.005,21728.07,0
-0.011,47.856,-24.936,0.005,0.003,20371.460000000003,0
-0.01,47.856,-24.936,0.003,-0.004,59189.979999999996,0
-0.009,44.234,-50.127,-0.004,0.004,85339.68000000001,0
-0.007,52.016,-0.0,0.01,0.009,56506.53,0
-0.006,52.016,-0.0,0.007,-0.001,5760.0,0
-0.004,52.016,-0.0,0.005,-0.0,1512.0,0
-0.005,44.296,-66.78,-0.01,-0.013,72086.04,0
-0.006,41.033,-75.064,-0.013,-0.009,133732.88999999998,0
-0.007,38.017,-80.041,-0.015,-0.026,215178.12999999998,0
-0.009,38.017,-80.041,-0.01,-0.017,69551.73999999999,0
-0.009,38.017,-80.041,-0.007,-0.011,63488.170000000006,0
-0.015,24.5,-83.362,-0.044,-0.034,694955.2100000001,0
-0.022,19.515,-93.347,-0.055,-0.042,240543.98999999996,0
-0.027,19.515,-93.347,-0.037,-0.022,402707.06999999995,0
-0.033,16.586,-94.454,-0.044,-0.034,666305.22,0
-0.04,14.272,-100.0,-0.049,-0.042,565726.0,1
-0.029,57.144,-0.0,0.098,0.142,128642.40000000004,1
-0.02,58.266,-19.232,0.072,0.127,865407.9900000001,1
-0.01,60.492,-14.825,0.061,0.098,656255.03,1
-0.001,62.65,-13.769,0.054,0.098,248194.81,1
0.004,59.17,-20.688,0.023,0.072,192946.08999999997,1
0.008,59.17,-20.688,0.015,-0.083,169788.66999999998,1
0.012,59.17,-20.688,0.01,-0.062,38119.56,1
0.016,61.819,-13.769,0.02,-0.041,296083.88,1
0.019,63.101,-10.327,0.02,-0.034,101952.70999999999,1
0.021,60.898,-13.769,0.007,-0.016,28140.0,1
0.022,60.898,-13.769,0.004,-0.011,135428.37,1
0.025,63.827,-22.197,0.016,0.006,169274.67,1
0.026,63.827,-22.197,0.011,-0.009,110375.6,1
0.026,61.17,-37.452,0.001,-0.019,199224.47999999998,1
0.027,62.836,-28.53,0.007,0.0,190897.31,1
0.026,60.061,-33.277,-0.002,-0.006,67647.64,1
0.025,60.061,-33.277,-0.001,-0.017,86868.16,1
0.023,54.455,-80.041,-0.014,-0.025,95887.66,1
0.021,54.455,-100.0,-0.009,-0.01,56764.18,1
0.019,54.455,-100.0,-0.006,-0.013,28301.5,1
0.017,54.455,-66.723,-0.004,-0.002,120143.63999999998,1
0.015,54.455,-66.723,-0.003,-0.001,73193.48000000001,1
0.016,59.88,-33.277,0.011,0.025,210244.51000000004,1
0.016,62.286,-16.638,0.014,0.023,25802.14,1
0.016,58.507,-33.277,0.003,0.009,99225.58,1
0.015,58.507,-19.959,0.002,0.006,259816.17,1
0.015,58.507,-19.959,0.001,0.004,120955.86,1
0.013,54.385,-39.919,-0.006,-0.017,2780.46,1
0.013,57.602,-19.959,0.003,-0.011,4038.35,1
0.012,53.536,-39.919,-0.005,-0.008,21221.45,1
0.013,62.164,-0.0,0.016,0.015,559861.99,1
0.018,71.636,-8.319,0.044,0.042,1702503.8300000003,1
0.021,71.636,-9.98,0.029,0.035,732379.59,1
0.021,61.026,-39.919,-0.0,-0.003,487340.68,1
0.021,61.026,-39.919,-0.0,0.005,434295.64,1
0.022,63.137,-29.939,0.006,-0.01,238579.03999999992,1
0.02,56.512,-50.0,-0.009,-0.053,16963.829999999998,1
0.023,66.069,-16.709,0.027,-0.002,503389.7700000001,1
0.024,63.089,-25.021,0.011,0.012,226440.19,1
0.025,64.799,-16.709,0.014,0.014,251785.87,1
0.026,66.471,-8.397,0.016,0.009,482902.76,0
0.024,55.177,-41.645,-0.016,-0.007,369576.92000000004,0
0.024,60.586,-22.285,0.009,-0.018,261968.26,0
0.024,60.586,-22.285,0.006,-0.005,180257.35000000003,0
0.023,57.886,-33.371,-0.002,-0.017,492267.36,0
0.022,57.886,-33.371,-0.002,-0.018,22929.5,0
0.019,50.114,-85.61,-0.021,-0.005,397224.5,0
0.015,47.787,-87.532,-0.02,-0.03,197810.43999999997,0
0.009,41.609,-100.0,-0.033,-0.039,505289.15,0
0.006,44.199,-81.852,-0.016,-0.013,367173.36,0
0.004,46.743,-72.778,-0.004,-0.002,56161.579999999994,0
0.001,42.563,-90.926,-0.016,0.005,420886.68000000005,0
-0.004,38.808,-91.681,-0.024,-0.003,322926.41000000003,0
-0.006,41.597,-76.881,-0.009,0.024,203678.11000000002,0
-0.008,41.597,-76.881,-0.006,0.01,146420.18,0
-0.011,35.937,-100.0,-0.024,-0.02,163175.46000000002,0
-0.015,34.268,-100.0,-0.022,-0.007,46162.090000000004,0
-0.017,37.398,-91.681,-0.008,0.015,178906.04,0
-0.017,40.451,-77.828,0.001,0.01,269425.70999999996,0
-0.017,40.451,-77.828,0.001,0.007,83650.86,0
-0.017,40.451,-71.47,0.0,0.024,25813.199999999997,0
-0.017,40.451,-71.47,0.0,0.023,194225.63999999998,0
-0.014,50.272,-28.53,0.02,0.028,312981.68,0
-0.013,47.471,-33.277,0.007,0.006,149522.56999999998,0
-0.011,47.471,-33.277,0.004,0.004,90610.5,0
-0.011,44.562,-50.085,-0.004,-0.004,225162.77999999997,0
-0.009,50.997,-16.638,0.011,0.01,105287.38,0
-0.007,50.997,-16.638,0.007,-0.013,219905.56,0
-0.004,56.784,-12.484,0.018,0.011,280754.29000000004,0
-0.003,53.389,-24.968,0.005,0.001,143167.32,0
-0.002,53.389,-24.968,0.004,0.007,117424.22000000002,0
-0.001,49.927,-37.452,-0.004,-0.015,66065.34999999999,0
-0.002,46.668,-49.936,-0.009,-0.016,429676.41,0
-0.002,50.171,-49.915,0.0,-0.017,301513.35000000003,0
-0.001,50.171,-49.915,0.0,-0.005,290564.29,0
-0.001,50.171,-49.915,0.0,-0.003,733851.04,0
-0.002,46.367,-66.553,-0.006,-0.002,569610.75,0
-0.01,25.502,-100.0,-0.07,-0.06,97483.1,0
-0.023,18.375,-100.0,-0.099,-0.099,496588.57999999996,0
-0.031,21.356,-87.479,-0.059,-0.06,601597.95,0
-0.037,24.304,-82.595,-0.033,-0.033,399044.70999999996,0
-0.042,23.361,-86.935,-0.029,-0.022,402910.80000000005,0
-0.045,26.434,-81.806,-0.012,0.057,256698.34,0
-0.049,22.532,-91.681,-0.035,0.064,627279.3,0
-0.053,21.673,-95.84,-0.03,0.03,501201.62999999995,0
-0.056,21.673,-95.84,-0.02,0.013,208229.94,0
-0.058,20.755,-95.84,-0.02,0.009,570508.04,0
-0.057,27.379,-86.98,-0.0,0.012,434304.4400000001,0
-0.057,25.118,-93.342,-0.013,0.021,176861.87,0
-0.056,28.306,-86.685,-0.002,0.027,139029.07,0
-0.055,28.306,-75.032,-0.001,0.018,167293.78999999998,0
-0.054,26.974,-87.516,-0.008,0.012,122122.03,0
-0.053,25.673,-87.405,-0.012,-0.011,276964.17000000004,0
-0.051,32.668,-62.468,0.005,0.018,85837.35,0
-0.049,29.662,-87.405,-0.009,-0.007,127769.82999999999,0
-0.046,38.764,-19.959,0.013,0.015,200321.9,0
-0.043,37.044,-39.919,0.002,0.01,112311.19,0
-0.041,35.353,-59.878,-0.005,0.007,42427.82,0
-0.039,35.353,-59.878,-0.003,-0.009,59041.75,0
-0.037,38.602,-24.936,0.004,0.014,25232.21,0
-0.036,34.832,-74.809,-0.01,-0.023,56200.530000000006,0
-0.034,38.088,-49.873,-0.0,-0.003,32400.690000000002,0
-0.032,38.088,-49.873,-0.0,0.005,157693.16,0
-0.031,34.114,-100.0,-0.013,-0.01,127553.95999999999,0
-0.032,30.684,-100.0,-0.022,-0.026,701103.5199999999,0
-0.034,29.108,-87.516,-0.021,-0.011,543290.8300000001,0
-0.033,32.824,-75.032,-0.008,-0.007,359564.32,0
-0.034,29.494,-88.801,-0.018,-0.018,402812.6200000001,0
-0.037,25.33,-100.0,-0.032,-0.018,218491.32,0
-0.042,21.063,-100.0,-0.047,-0.025,690486.37,0
-0.044,24.512,-92.8,-0.025,-0.004,280087.27,0
-0.046,24.512,-86.626,-0.017,-0.009,269835.27999999997,0
-0.046,28.119,-78.545,-0.005,0.014,60348.229999999996,0
-0.045,28.119,-78.545,-0.003,0.029,16434.999999999996,0
-0.041,41.16,-50.036,0.024,0.071,439494.1599999999,0
-0.037,41.16,-46.202,0.016,0.041,286594.63999999996,0
-0.036,37.242,-54.537,-0.002,0.014,218565.61000000002,0
-0.035,35.426,-59.98,-0.008,-0.004,83566.6,0
-0.033,35.426,-59.98,-0.005,-0.002,120127.84000000001,0
-0.031,38.882,-37.532,0.003,-0.021,145303.12999999998,0
-0.029,38.882,-37.532,0.002,-0.014,154016.15,0
-0.027,38.882,-37.532,0.001,0.004,245596.98000000004,0
-0.026,36.446,-50.0,-0.006,0.002,51464.64000000001,0
-0.024,40.463,-50.085,0.003,0.008,133067.38,0
-0.023,40.463,-50.085,0.002,-0.001,333488.16000000003,0
-0.02,44.53,-33.447,0.008,0.006,65210.86000000001,0
-0.019,41.479,-75.064,-0.001,-0.003,75254.11,0
-0.017,45.5,-33.333,0.006,0.011,111864.82999999999,0
-0.015,45.5,-33.333,0.004,0.001,46385.15,0
-0.014,45.5,-33.333,0.003,0.001,43173.549999999996,0
-0.013,41.904,-66.667,-0.005,-0.013,81000.58,0
-0.012,41.904,-66.667,-0.003,-0.002,68350.73000000001,0
-0.012,41.904,-66.667,-0.002,-0.008,68523.88,0
-0.011,41.904,-66.667,-0.001,-0.005,88090.96,0
-0.011,37.877,-75.0,-0.007,-0.01,177408.53000000003,0
-0.012,34.324,-100.0,-0.012,-0.007,82305.2,0
-0.011,45.361,-50.0,0.005,0.009,41654.67,0
-0.012,35.676,-100.0,-0.016,-0.014,113766.82999999999,0
-0.012,40.255,-80.0,-0.004,-0.003,145762.58,0
-0.013,37.389,-83.192,-0.009,-0.002,187422.1,0
-0.014,34.701,-83.362,-0.013,-0.001,159843.13999999998,0
-0.019,25.073,-100.0,-0.041,-0.047,260193.69000000003,0
-0.023,25.073,-100.0,-0.028,-0.011,296991.27,0
-0.024,33.64,-79.939,-0.005,-0.001,237749.84,0
-0.025,31.699,-81.759,-0.01,-0.001,116689.9,0
-0.026,29.826,-90.02,-0.013,-0.0,120614.32,0
-0.025,41.01,-54.537,0.011,0.052,482927.68999999994,0
-0.024,38.798,-63.611,0.001,0.028,633482.75,0
-0.025,34.741,-81.852,-0.013,-0.007,229298.07,0
-0.024,38.236,-69.959,-0.002,0.008,464762.36999999994,0
-0.025,34.299,-80.041,-0.014,-0.001,482282.30000000005,0
-0.024,40.857,-55.543,0.004,-0.007,1058652.32,0
-0.024,36.892,-75.032,-0.011,-0.011,704781.1099999999,0
-0.025,36.892,-75.032,-0.007,0.006,118044.72,0
-0.024,36.892,-75.032,-0.005,-0.003,82360.44,0
-0.026,31.24,-69.201,-0.023,-0.008,161955.93,0
-0.027,34.824,-61.52,-0.009,-0.012,212222.25,0
-0.028,31.309,-76.881,-0.019,-0.008,218234.0,0
-0.033,24.608,-100.0,-0.045,-0.038,156893.22,0
-0.041,19.277,-100.0,-0.069,-0.065,256944.33,0
-0.047,19.277,-90.88,-0.046,-0.024,402434.74,0
-0.054,16.51,-92.32,-0.057,-0.048,831540.8899999999,0
-0.058,19.609,-88.48,-0.032,-0.013,130462.99000000002,0
-0.062,18.855,-91.32,-0.028,0.018,24888.72,0
-0.065,17.414,-95.8,-0.031,0.038,141649.91,0
-0.067,20.68,-91.642,-0.014,0.032,254145.99999999997,0
-0.067,20.68,-91.642,-0.01,0.047,34585.28,0
-0.067,19.773,-95.616,-0.013,0.019,73751.25,0
-0.067,18.872,-92.013,-0.015,0.012,217420.02,0
-0.067,18.872,-90.495,-0.01,0.021,58419.689999999995,0
-0.066,17.935,-93.762,-0.013,0.001,238433.4,0
-0.066,17.024,-100.0,-0.015,-0.006,124334.28,0
-0.064,21.327,-81.852,-0.004,0.009,154906.0,0
-0.062,21.327,-75.032,-0.002,0.013,28488.1,0
-0.058,29.812,-42.795,0.011,0.022,167783.98,0
-0.054,29.812,-33.277,0.008,0.021,50277.57,0
-0.051,29.812,-33.277,0.005,0.021,85157.43,0
-0.049,26.273,-66.723,-0.01,-0.006,103877.7,0
-0.047,26.273,-60.081,-0.006,-0.004,82217.16,0
-0.045,26.273,-60.081,-0.004,-0.016,57582.76,0
-0.043,26.273,-60.081,-0.003,-0.011,60631.72,0
-0.041,24.339,-80.041,-0.008,-0.014,4485.4,0
-0.039,29.895,-60.081,0.001,0.011,76040.1,0
-0.037,29.895,-60.081,0.001,0.007,25858.61,0
-0.035,27.549,-100.0,-0.006,-0.002,48113.66,0
-0.033,33.195,-75.064,0.002,0.005,49447.53999999999,0
-0.035,23.369,-100.0,-0.031,-0.023,138788.33000000002,0
-0.035,27.953,-77.828,-0.014,-0.015,164369.71000000002,0
-0.035,27.953,-75.064,-0.009,-0.01,65275.63000000001,0
-0.034,27.953,-71.47,-0.006,-0.0,169258.89,0
-0.035,24.319,-100.0,-0.017,-0.02,28558.0,0
-0.037,21.333,-74.958,-0.025,0.007,318421.55999999994,0
-0.04,17.791,-100.0,-0.036,-0.022,147358.79,0
-0.043,16.794,-72.213,-0.031,-0.021,151862.6,1
-0.044,16.794,-72.213,-0.02,-0.014,50985.85,1
-0.038,47.553,-17.615,0.045,0.063,477021.77999999997,1
-0.033,47.553,-17.615,0.03,0.055,268249.4,1
-0.03,43.406,-29.419,0.007,0.043,215108.77,1
-0.028,41.469,-35.291,-0.002,0.029,94281.26999999999,1
-0.027,41.469,-35.291,-0.001,0.019,78197.1,1
-0.027,35.894,-52.906,-0.02,-0.066,61673.60999999999,1
-0.023,50.306,-17.615,0.026,-0.005,161387.99,1
-0.02,48.339,-23.547,0.011,0.003,75929.41,1
-0.016,50.427,-17.615,0.014,0.015,25790.410000000003,1
-0.014,48.324,-23.547,0.002,0.004,105698.0,1
-0.013,48.324,-30.799,0.002,0.022,27738.04,1
-0.011,48.324,-33.362,0.001,-0.025,140907.08000000002,1
-0.013,40.062,-79.939,-0.025,-0.036,265197.0,1
-0.013,42.699,-62.468,-0.01,-0.024,170423.2,1
-0.009,55.402,-0.0,0.032,0.03,270712.72,1
-0.008,47.79,-63.704,-0.005,-0.006,420516.56999999995,1
-0.006,53.009,-36.389,0.017,0.015,180614.52,1
-0.008,43.63,-92.32,-0.028,-0.003,373224.49,1
-0.011,41.016,-93.347,-0.032,-0.022,394207.1200000001,1
-0.008,51.863,-46.64,0.025,-0.008,271002.31,1
-0.005,53.184,-39.986,0.023,0.028,97770.85999999999,1
-0.003,51.657,-46.64,0.009,-0.008,93430.04000000001,1
0.001,56.976,-20.027,0.032,0.06,115000.26000000001,1
0.005,58.226,-18.714,0.028,0.06,250211.83000000002,1
0.009,58.226,-18.714,0.019,-0.006,93410.85,1
0.011,58.226,-18.714,0.012,-0.011,75324.37000000001,1
0.012,56.187,-25.016,0.002,-0.007,75409.86,1
0.013,56.187,-25.016,0.001,-0.031,51734.259999999995,1
0.012,52.006,-37.492,-0.012,-0.04,52874.829999999994,1
0.011,52.006,-37.492,-0.008,-0.027,201551.0,1
0.015,61.89,-0.0,0.034,0.021,334134.88,1
0.025,72.178,-20.0,0.088,0.086,551494.1200000001,1
0.033,72.178,-20.832,0.059,0.058,176084.29,1
0.046,78.29,-0.0,0.098,0.11,547482.79,1
0.061,81.253,-3.025,0.105,0.113,503669.29000000004,0
0.07,79.297,-6.08,0.063,0.029,308305.8,0
0.074,71.915,-18.179,0.016,-0.072,68922.42,0
0.068,57.48,-48.488,-0.055,-0.113,307111.99,1
0.066,60.865,-36.358,-0.01,-0.108,629217.49,1
0.063,59.579,-39.414,-0.013,-0.118,225696.63,1
0.064,64.401,-21.235,0.03,-0.033,213803.96000000002,1
0.065,64.401,-21.897,0.02,0.004,149786.99000000002,1
0.067,66.708,-16.008,0.033,0.088,200974.04,1
0.068,67.463,-16.695,0.029,0.039,187991.28,1
0.077,74.359,-13.804,0.091,0.105,1638515.6700000004,1
0.086,75.864,-12.48,0.08,0.05,979788.67,1
0.093,76.836,-6.24,0.067,0.046,204773.03999999998,1
0.099,77.8,-5.902,0.058,0.024,536144.97,0
0.101,72.902,-14.709,0.019,-0.01,318527.42,0
0.101,72.902,-14.709,0.012,-0.079,250865.35000000003,0
0.099,72.902,-15.627,0.008,-0.072,79728.94,0
0.094,65.967,-30.007,-0.021,-0.087,301055.15,0
0.091,67.63,-26.91,-0.001,-0.058,113056.18,0
0.09,70.696,-12.016,0.026,0.007,220625.68,0
0.087,67.265,-22.731,0.004,-0.008,220638.91000000003,0
0.083,65.552,-29.99,-0.004,-0.012,106890.29000000001,0
0.079,66.471,-55.543,0.004,0.025,12670.47,0
0.075,66.471,-55.543,0.003,0.003,57144.93000000001,0
0.072,66.471,-55.543,0.002,-0.024,46457.05,0
0.066,62.316,-74.936,-0.012,-0.016,51976.68000000001,0
0.062,63.543,-49.915,-0.001,0.002,40281.9,0
0.06,65.933,-16.638,0.012,0.008,85255.04,0
0.057,63.685,-33.277,0.002,-0.001,37042.12,0
0.054,64.971,-16.638,0.008,0.006,112907.57999999999,0
0.051,62.584,-50.0,-0.001,0.01,32465.78,0
0.046,57.995,-100.0,-0.014,-0.013,135453.44,0
0.043,59.59,-75.0,-0.003,-0.015,85559.95,0
0.04,61.178,-50.0,0.005,0.003,122251.56999999999,0
0.037,58.695,-75.0,-0.003,-0.011,50382.69,0
0.033,53.952,-100.0,-0.015,-0.014,118770.91,0
0.03,55.881,-79.837,-0.004,0.01,67849.12,0
0.025,51.278,-85.735,-0.016,-0.013,134305.52000000002,0
0.022,51.278,-85.735,-0.01,-0.015,10710.0,0
0.016,44.879,-100.0,-0.027,-0.023,69855.45999999999,0
0.015,53.255,-45.463,0.008,0.024,265812.18,0
0.014,53.255,-33.371,0.006,0.009,49996.39,0
0.012,53.255,-33.371,0.004,0.019,37542.68000000001,0
0.014,59.097,-9.98,0.022,0.033,351986.3599999999,0
0.014,56.568,-19.959,0.008,0.035,415196.58999999997,0
0.014,56.568,-19.959,0.005,-0.003,18093.54,0
0.014,58.622,-9.98,0.01,0.005,92425.84,0
0.013,53.203,-29.939,-0.006,-0.01,113802.13000000002,0
0.012,53.203,-29.939,-0.004,-0.026,69965.13,0
0.011,53.203,-29.939,-0.003,-0.011,28684.04,0
0.01,53.203,-29.939,-0.002,-0.007,289705.36,0
0.01,55.942,-19.959,0.005,-0.005,109941.37999999999,0
0.007,47.02,-83.362,-0.016,-0.01,214390.55000000002,0
0.005,47.02,-83.362,-0.011,-0.007,70036.57,0
0.004,47.02,-71.47,-0.007,-0.004,75680.91,0
0.002,44.102,-85.735,-0.011,-0.009,135720.90000000002,0
0.001,50.693,-50.085,0.006,0.0,70858.0,0
0.001,50.693,-50.085,0.004,0.02,76098.56,0
0.001,50.693,-50.085,0.002,0.013,31985.659999999996,0
0.0,47.216,-60.081,-0.005,0.002,97784.17,0
-0.0,47.216,-60.081,-0.003,0.008,12830.310000000001,0
-0.0,51.106,-40.122,0.004,-0.001,21785.73,0
-0.001,47.349,-60.081,-0.004,-0.007,74557.42,0
-0.0,51.211,-25.191,0.004,0.002,92165.05999999998,0
0.001,54.817,-0.0,0.009,0.014,88938.68000000001,0
0.001,54.817,-0.0,0.006,0.009,10973.55,0
0.003,58.351,-0.0,0.011,0.006,101403.98999999999,0
0.002,49.902,-50.127,-0.006,-0.002,89693.51999999999,0
0.003,53.542,-24.936,0.003,-0.002,116623.5,0
0.003,53.542,-24.936,0.002,-0.008,50050.61000000001,0
0.004,57.12,-0.0,0.008,0.001,13928.32,0
0.004,52.746,-24.936,-0.001,-0.012,90129.78,0
0.005,56.346,-0.0,0.006,0.012,224285.09999999998,0
0.005,56.346,-19.959,0.004,0.001,121556.10999999999,0
0.003,44.508,-80.041,-0.017,-0.019,171469.51,0
0.001,41.396,-100.0,-0.018,-0.026,63085.88,0
-0.003,35.979,-87.405,-0.025,-0.024,186398.27000000005,0
-0.003,47.151,-50.0,0.003,-0.003,293962.32,0
-0.003,47.151,-50.0,0.002,-0.002,394681.0,0
-0.011,28.133,-100.0,-0.064,-0.047,2004974.4000000001,0
-0.011,46.673,-33.333,0.01,0.028,285308.83,0
-0.017,36.525,-77.816,-0.046,-0.021,200610.02,0
-0.02,40.044,-66.667,-0.018,-0.02,47539.45999999999,0
-0.022,40.044,-66.667,-0.012,-0.014,89584.52,0
-0.023,41.902,-61.121,-0.001,0.063,86764.42,0
-0.023,41.902,-56.27,-0.001,-0.01,127191.49,0
-0.024,40.448,-57.132,-0.007,0.039,57996.65,0
-0.024,40.448,-57.132,-0.005,0.013,176614.21,0
-0.021,48.704,-28.603,0.023,0.035,255299.49000000002,0
-0.018,48.704,-28.603,0.015,0.017,82913.97,0
-0.017,45.08,-33.362,-0.003,-0.002,107317.18,0
-0.019,40.243,-58.319,-0.022,-0.014,113327.09,0
-0.018,44.517,-37.452,-0.001,0.003,101834.35,0
-0.018,44.517,-49.915,-0.001,-0.024,41659.17999999999,0
-0.015,48.767,-16.638,0.013,-0.003,14400.710000000001,0
-0.013,50.797,-0.0,0.015,0.018,42250.64,0
-0.012,46.803,-33.277,-0.003,0.018,31255.0,0
-0.012,44.903,-49.915,-0.009,-0.007,39572.93,0
-0.012,44.903,-49.915,-0.006,-0.005,20873.14,0
-0.012,44.903,-60.0,-0.004,-0.016,24923.73,0
-0.013,40.767,-100.0,-0.016,-0.03,92375.34999999999,0
-0.014,40.767,-100.0,-0.01,-0.007,46736.899999999994,0
-0.014,40.767,-100.0,-0.007,0.002,711.73,0
-0.014,43.989,-80.0,0.002,0.008,69456.04000000001,0
-0.013,43.989,-80.0,0.001,0.005,5536.0,0
-0.013,43.989,-80.0,0.001,0.016,30051.26,0
-0.012,43.989,-80.0,0.001,0.011,6947.6900000000005,0
-0.011,47.807,-50.0,0.007,0.014,11200.71,0
-0.009,51.376,-0.0,0.011,0.009,20834.12,0
-0.009,42.079,-100.0,-0.012,-0.013,11499.529999999999,0
-0.009,45.612,-66.667,-0.002,-0.002,38354.46,0
-0.011,38.082,-100.0,-0.021,-0.021,239422.64,0
-0.014,34.058,-87.516,-0.027,-0.034,175486.29,0
-0.016,34.058,-87.516,-0.018,-0.029,55991.88,0
-0.018,32.092,-88.801,-0.018,-0.006,85699.45000000001,0
-0.025,22.341,-100.0,-0.058,-0.057,62128.50000000001,0
-0.031,21.346,-100.0,-0.045,-0.025,115745.6,0
-0.032,36.584,-68.746,0.003,0.029,122009.04,0
-0.034,32.521,-87.46,-0.018,-0.0,43508.55,0
-0.031,45.564,-49.968,0.027,0.046,174381.43,0
-0.029,44.024,-53.36,0.012,0.07,36996.299999999996,0
-0.027,44.024,-50.036,0.008,0.053,67712.73,0
-0.024,46.135,-38.449,0.012,0.009,22633.719999999998,0
-0.022,46.135,-27.222,0.008,0.026,62851.32,0
-0.018,50.429,-0.0,0.018,-0.009,54698.56,0
-0.016,48.354,-9.98,0.006,-0.006,74515.24,0
-0.014,48.354,-9.98,0.004,-0.004,57007.270000000004,0
-0.011,50.707,-0.0,0.009,-0.003,29681.539999999997,0
-0.008,55.112,-0.0,0.019,0.011,107498.65000000001,0
-0.004,57.192,-8.319,0.019,0.001,162197.36,0
-0.004,47.733,-45.463,-0.013,-0.019,119885.55,0
-0.006,43.821,-87.532,-0.022,-0.026,94678.94,0
-0.006,46.207,-74.936,-0.008,-0.017,150897.74000000002,0
-0.006,48.537,-62.468,0.001,-0.018,130440.15,0
-0.007,44.376,-100.0,-0.012,-0.032,239919.34999999998,0
-0.006,49.078,-71.366,0.005,0.018,106365.61000000002,0
-0.007,44.983,-100.0,-0.01,0.012,63764.42,0
-0.008,44.983,-87.532,-0.007,0.001,2683.69,0
-0.006,49.837,-62.468,0.009,0.008,56859.42999999999,0
-0.005,52.101,-50.0,0.012,0.025,51152.70999999999,0
-0.004,49.686,-62.468,0.002,-0.003,52424.4,0
-0.004,47.324,-74.936,-0.005,0.004,29242.49,0
-0.005,44.996,-87.532,-0.01,-0.004,63200.600000000006,0
-0.007,40.726,-100.0,-0.02,-0.029,134976.56,0
-0.01,38.746,-100.0,-0.02,-0.032,37732.83,0
-0.011,41.793,-85.735,-0.007,-0.008,27388.3,0
-0.013,37.748,-79.939,-0.018,-0.012,237277.34000000003,0
-0.013,43.625,-59.98,0.001,0.012,90768.79000000001,0
-0.015,39.599,-79.939,-0.012,0.008,177404.49,0
-0.014,45.059,-59.98,0.005,0.025,137786.88,0
-0.014,42.967,-69.959,-0.003,0.003,54761.46,0
-0.016,39.063,-87.405,-0.015,0.002,95416.09,0
-0.009,59.099,-15.427,0.055,0.054,425607.37,0
-0.007,51.773,-46.124,0.011,0.023,360805.87000000005,0
-0.008,45.662,-76.899,-0.019,-0.024,276817.8300000001,0
-0.009,45.662,-76.899,-0.013,-0.009,246345.22,0
-0.01,44.155,-84.573,-0.015,0.0,15247.59,0
-0.011,44.155,-73.32,-0.01,-0.065,112702.4,0
-0.009,49.908,-53.36,0.013,0.002,91921.19,0
-0.008,49.908,-53.36,0.009,0.028,52975.659999999996,0
-0.007,49.908,-53.36,0.006,0.018,26719.67,0
-0.006,49.908,-53.36,0.004,0.019,45176.380000000005,0
-0.005,49.908,-53.36,0.003,0.013,13577.9,0
-0.003,52.281,-46.707,0.008,-0.005,21488.6,0
-0.0,56.721,-23.041,0.019,0.01,47917.009999999995,0
0.0,51.555,-27.315,-0.001,-0.006,78757.75,0
-0.0,49.157,-30.041,-0.007,-0.011,66326.9,0
-0.0,49.157,-30.041,-0.005,-0.007,19617.120000000003,0
-0.001,46.641,-40.02,-0.01,-0.018,32660.690000000002,0
-0.002,46.641,-57.205,-0.006,-0.025,5409.41,0
-0.002,49.631,-75.064,0.002,0.003,10430.18,0
-0.002,46.806,-100.0,-0.005,0.002,34710.07,0
-0.002,49.879,-75.064,0.003,0.008,2398.83,0
-0.003,44.361,-100.0,-0.011,-0.001,86302.92,0
-0.004,44.361,-100.0,-0.007,-0.001,1665.1000000000001,0
-0.005,44.361,-83.362,-0.005,-0.007,46299.090000000004,0
-0.005,44.361,-80.041,-0.003,0.002,37864.64,0
-0.004,51.567,-25.0,0.011,0.008,71954.34999999999,0
-0.003,51.567,-25.0,0.007,0.018,9860.31,0
-0.002,54.951,-20.163,0.011,0.019,113706.56,0
0.001,58.133,-0.0,0.014,0.019,12296.95,0
0.002,58.133,-0.0,0.009,0.013,91419.35,0
0.002,49.985,-40.122,-0.007,-0.018,122844.61,0
0.001,46.494,-60.081,-0.011,-0.018,17321.08,0
0.001,50.237,-40.122,-0.001,-0.012,57766.670000000006,0
0.001,50.237,-40.122,-0.001,-0.015,47.88,0
-0.0,46.467,-60.081,-0.007,-0.016,101980.03,0
-0.001,46.467,-75.064,-0.005,0.002,70417.21000000002,0
-0.001,50.753,-50.127,0.003,0.015,20103.72,0
-0.001,46.724,-75.064,-0.004,-0.003,328.03,0
-0.001,50.92,-50.127,0.004,0.004,9378.11,0
-0.0,50.92,-50.127,0.002,0.009,28777.979999999996,0
-0.0,50.92,-50.127,0.002,0.006,20670.48,0
-0.002,42.549,-80.041,-0.012,-0.015,40468.01,0
-0.001,51.19,-0.0,0.005,0.009,79351.18999999999,0
0.0,54.847,-20.163,0.01,0.006,31860.4,0
-0.001,44.159,-80.041,-0.013,-0.015,84961.31000000001,0
-0.0,53.845,-20.163,0.011,0.009,64507.850000000006,0
0.0,50.689,-40.122,0.001,0.013,2695.01,0
0.0,50.689,-40.122,0.001,-0.005,16990.53,0
0.0,50.689,-40.122,0.0,-0.01,19514.52,0
0.0,50.689,-40.122,0.0,0.013,10225.8,0
-0.0,46.984,-60.081,-0.006,-0.017,122298.95,0
-0.001,46.984,-60.081,-0.004,-0.005,79455.17,0
-0.001,46.984,-60.081,-0.003,-0.003,1803.1200000000001,0
